DOI,Abstract,Index Keywords,Source title,Year
https://doi.org/10.1126/science.adq1814,"Conspiracy theory beliefs are notoriously persistent. Influential hypotheses propose that they fulfill important psychological needs, thus resisting counterevidence. Yet previous failures in correcting conspiracy beliefs may be due to counterevidence being insufficiently compelling and tailored. To evaluate this possibility, we leveraged developments in generative artificial intelligence and engaged 2190 conspiracy believers in personalized evidence-based dialogues with GPT-4 Turbo. The intervention reduced conspiracy belief by ~20%. The effect remained 2 months later, generalized across a wide range of conspiracy theories, and occurred even among participants with deeply entrenched beliefs. Although the dialogues focused on a single conspiracy, they nonetheless diminished belief in unrelated conspiracies and shifted conspiracy-related behavioral intentions. These findings suggest that many conspiracy theory believers can revise their views if presented with sufficiently compelling evidence.",Psychology;Generative grammar;Intervention (counseling);Social psychology;Epistemology;Computer science;Philosophy;Artificial intelligence;Psychiatry,Durably reducing conspiracy beliefs through dialogues with AI,2024
https://doi.org/10.3390/sci6010003,"The significant advancements in applying artificial intelligence (AI) to healthcare decision-making, medical diagnosis, and other domains have simultaneously raised concerns about the fairness and bias of AI systems. This is particularly critical in areas like healthcare, employment, criminal justice, credit scoring, and increasingly, in generative AI models (GenAI) that produce synthetic media. Such systems can lead to unfair outcomes and perpetuate existing inequalities, including generative biases that affect the representation of individuals in synthetic data. This survey study offers a succinct, comprehensive overview of fairness and bias in AI, addressing their sources, impacts, and mitigation strategies. We review sources of bias, such as data, algorithm, and human decision biases—highlighting the emergent issue of generative AI bias, where models may reproduce and amplify societal stereotypes. We assess the societal impact of biased AI systems, focusing on perpetuating inequalities and reinforcing harmful stereotypes, especially as generative AI becomes more prevalent in creating content that influences public perception. We explore various proposed mitigation strategies, discuss the ethical considerations of their implementation, and emphasize the need for interdisciplinary collaboration to ensure effectiveness. Through a systematic literature review spanning multiple academic disciplines, we present definitions of AI bias and its different types, including a detailed look at generative AI bias. We discuss the negative impacts of AI bias on individuals and society and provide an overview of current approaches to mitigate AI bias, including data pre-processing, model selection, and post-processing. We emphasize the unique challenges presented by generative AI models and the importance of strategies specifically tailored to address these. Addressing bias in AI requires a holistic approach involving diverse and representative datasets, enhanced transparency and accountability in AI systems, and the exploration of alternative AI paradigms that prioritize fairness and ethical considerations. This survey contributes to the ongoing discussion on developing fair and unbiased AI systems by providing an overview of the sources, impacts, and mitigation strategies related to AI bias, with a particular focus on the emerging field of generative AI.",Generative model;Representation,"Fairness and Bias in Artificial Intelligence: A Brief Survey of Sources, Impacts, and Mitigation Strategies",2023
https://doi.org/10.1177/14614448241234040,"This study examines the impact of artificial intelligence (AI) on the ways in which users process and respond to misinformation in generative artificial intelligence (GenAI) contexts. Drawing on the heuristic–systematic model and the concept of diagnosticity, our approach examines a cognitive model for processing misinformation in GenAI. The study’s findings revealed that users with a high-heuristic processing mechanism, which affects positive diagnostic perception, were more likely to proactively discern misinformation than users with low-heuristic processing and low-perceived diagnosticity. When exposed to misinformation from GenAI, users’ perceived diagnosticity of misinformation can be accurately predicted by the ways in which they perform heuristic systematic evaluations. With this focus on misinformation processing, this study provides theoretical insights and relevant recommendations for firms to be more resilient in protecting users from the detrimental impacts of misinformation.",Misinformation;Generative model,Impact of misinformation from generative AI on user information processing: How people understand misinformation from generative AI,2024
https://doi.org/10.1080/03075079.2024.2316881,"This study investigates the influence of generative artificial intelligence (GAI), specifically AI text generators (ChatGPT), on critical thinking skills in UK postgraduate business school students. Using Bloom's taxonomy as theoretical underpinning, we adopt a mixed-method research employing a sample of 107 participants to investigate both the influence and challenges of these technologies in higher education. Our findings reveal that the most significant improvements occurred at the lower levels of Bloom's taxonomy. We identify concerns relating to reliability, accuracy, and potential ethical implications of its application in higher education. The significance of this paper spans across, pedagogy, policy and practice, offering insights into the complex relationship between AI technologies and critical thinking skills. While highlighting the multifaceted aspects of the impact of AI in education, this article serves as a guide to educators and policymakers, stressing the importance of a comprehensive approach to fostering critical thinking and other transferable skills in the higher education landscape.",Bloom's taxonomy;Underpinning,The influence of AI text generators on critical thinking skills in UK business schools,2024
https://doi.org/10.3389/fpsyt.2024.1346059,"The advent and growing popularity of generative artificial intelligence (GenAI) holds the potential to revolutionise AI applications in forensic psychiatry and criminal justice, which traditionally relied on discriminative AI algorithms. Generative AI models mark a significant shift from the previously prevailing paradigm through their ability to generate seemingly new realistic data and analyse and integrate a vast amount of unstructured content from different data formats. This potential extends beyond reshaping conventional practices, like risk assessment, diagnostic support, and treatment and rehabilitation plans, to creating new opportunities in previously underexplored areas, such as training and education. This paper examines the transformative impact of generative artificial intelligence on AI applications in forensic psychiatry and criminal justice. First, it introduces generative AI and its prevalent models. Following this, it reviews the current applications of discriminative AI in forensic psychiatry. Subsequently, it presents a thorough exploration of the potential of generative AI to transform established practices and introduce novel applications through multimodal generative models, data generation and data augmentation. Finally, it provides a comprehensive overview of ethical and legal issues associated with deploying generative AI models, focusing on their impact on individuals as well as their broader societal implications. In conclusion, this paper aims to contribute to the ongoing discourse concerning the dynamic challenges of generative AI applications in forensic contexts, highlighting potential opportunities, risks, and challenges. It advocates for interdisciplinary collaboration and emphasises the necessity for thorough, responsible evaluations of generative AI models before widespread adoption into domains where decisions with substantial life-altering consequences are routinely made.",Generative model;Discriminative model;Transformative Learning;Popularity,Beyond Discrimination: Generative AI Applications and Ethical Challenges in Forensic Psychiatry,2024
https://doi.org/10.1007/s43681-024-00443-4,"Abstract This paper examines the ethical obligations companies have when implementing generative Artificial Intelligence (AI). We point to the potential cyber security risks companies are exposed to when rushing to adopt generative AI solutions or buying into “AI hype”. While the benefits of implementing generative AI solutions for business have been widely touted, the inherent risks associated have been less well publicised. There are growing concerns that the race to integrate generative AI is not being accompanied by adequate safety measures. The rush to buy into the hype of generative AI and not fall behind the competition is potentially exposing companies to broad and possibly catastrophic cyber-attacks or breaches. In this paper, we outline significant cyber security threats generative AI models pose, including potential ‘backdoors’ in AI models that could compromise user data or the risk of ‘poisoned’ AI models producing false results. In light of these the cyber security concerns, we discuss the moral obligations of implementing generative AI into business by considering the ethical principles of beneficence, non-maleficence, autonomy, justice, and explicability. We identify two examples of ethical concern, overreliance and over-trust in generative AI, both of which can negatively influence business decisions, leaving companies vulnerable to cyber security threats. This paper concludes by recommending a set of checklists for ethical implementation of generative AI in business environment to minimise cyber security risk based on the discussed moral responsibilities and ethical concern.",Generative grammar;Business;Moral responsibility;Engineering ethics;Political science;Computer science;Engineering;Artificial intelligence;Law,AI hype as a cyber security risk: the moral responsibility of implementing generative AI in business,2024
https://doi.org/10.1007/s10758-024-09744-3,"Abstract Generative artificial intelligence (AI) can create sophisticated textual and multimodal content readily available to students. Writing intensive courses and disciplines that use writing as a major form of assessment are significantly impacted by advancements in generative AI, as the technology has the potential to revolutionize how students write and how they perceive writing as a fundamental literacy skill. However, educators are still at the beginning stage of understanding students’ integration of generative AI in their actual writing process. This study addresses the urgent need to uncover how students engage with ChatGPT throughout different components of their writing processes and their perceptions of the opportunities and challenges of generative AI. Adopting a phenomenological research design, the study explored the writing practices of six students, including both native and nonnative English speakers, in a first-year writing class at a higher education institution in the US. Thematic analysis of students’ written products, self-reflections, and interviews suggests that students utilized ChatGPT for brainstorming and organizing ideas as well as assisting with both global (e.g., argument, structure, coherence) and local issues of writing (e.g., syntax, diction, grammar), while they also had various ethical and practical concerns about the use of ChatGPT. The study brought to front two dilemmas encountered by students in their generative AI-assisted writing: (1) the challenging balance between incorporating AI to enhance writing and maintaining their authentic voice, and (2) the dilemma of weighing the potential loss of learning experiences against the emergence of new learning opportunities accompanying AI integration. These dilemmas highlight the need to rethink learning in an increasingly AI-mediated educational context, emphasizing the importance of fostering students’ critical AI literacy to promote their authorial voice and learning in AI-human collaboration.",Diction;Brainstorming;Argument (complex analysis),Exploring Students’ Generative AI-Assisted Writing Processes: Perceptions and Experiences from Native and Nonnative English Speakers,2024
https://doi.org/10.1002/ev.20556,"Abstract Large language models (LLMs) are a type of generative artificial intelligence (AI) designed to produce text‐based content. LLMs use deep learning techniques and massively large data sets to understand, summarize, generate, and predict new text. LLMs caught the public eye in early 2023 when ChatGPT (the first consumer facing LLM) was released. LLM technologies are driven by recent advances in deep‐learning AI techniques, where language models are trained on extremely large text data from the internet and then re‐used for downstream tasks with limited fine‐tuning required. They offer exciting opportunities for evaluators to automate and accelerate time‐consuming tasks involving text analytics and text generation. We estimate that over two‐thirds of evaluation tasks will be affected by LLMs in the next 5 years. Use‐case examples include summarizing text data, extracting key information from text, analyzing and classifying text content, writing text, and translation. Despite the advances, the technologies pose significant challenges and risks. Because LLM technologies are generally trained on text from the internet, they tend to perpetuate biases (racism, sexism, ethnocentrism, and more) and exclusion of non‐majority languages. Current tools like ChatGPT have not been specifically developed for monitoring, evaluation, research, and learning (MERL) purposes, possibly limiting their accuracy and usefulness for evaluation. In addition, technical limitations and challenges with bias can lead to real world harm. To overcome these technical challenges and ethical risks, the evaluation community will need to work collaboratively with the data science community to co‐develop tools and processes and to ensure the application of quality and ethical standards.",Computer science;Data science;Big data;Artificial intelligence;The Internet;Harm;World Wide Web;Psychology;Social psychology;Operating system,Large language model applications for evaluation: Opportunities and ethical implications,2023
https://doi.org/10.1056/nejmp2314771,"The relational nature of large language models and other forms of generative artificial intelligence raises additional ethical questions for medicine, beyond the daunting ethics surrounding predictive AI.",Sociology;Engineering ethics;Political science;Engineering,The Ethics of Relational AI — Expanding and Implementing the Belmont Principles,2024
https://doi.org/10.3390/journalmedia5020039,"Generative artificial intelligence (GAI) is a technology based on algorithms, models, etc., that creates content such as text, audio, images, videos, and code. GAI is deeply integrated into journalism as tools, platforms and systems. However, GAI’s role in journalism dilutes the power of media professionals, changes traditional news production and poses ethical questions. This study attempts to systematically answer these ethical questions in specific journalistic practices from the perspectives of journalistic professionalism and epistemology. Building on the review of GAI’s development and application, this study identifies the responsibilities of news organizations, journalists and audiences, ensuring that they realize the potential of GAI while adhering to journalism professionalism and universal human values to avoid negative technological effects.",Generative grammar;Journalism;Engineering ethics;Artificial intelligence;Sociology;Computer science;Media studies;Engineering,"How Generative AI Is Transforming Journalism: Development, Application and Ethics",2024
https://doi.org/10.1145/3649883,"Generative artificial intelligence systems based on transformers, including both text generators such as GPT-4 and image generators such as DALL-E 3, have recently entered the popular consciousness. These tools, while impressive, are liable to reproduce, exacerbate, and reinforce extant human social biases, such as gender and racial biases. In this article, we systematically review the extent to which DALL-E Mini suffers from this problem. In line with the Model Card published alongside DALL-E Mini by its creators, we find that the images it produces tend to represent dozens of different occupations as populated either solely by men (e.g., pilot, builder, plumber) or solely by women (e.g., hairdresser, receptionist, dietitian). In addition, the images DALL-E Mini produces tend to represent most occupations as populated primarily or solely by White people (e.g., farmer, painter, prison officer, software engineer) and very few by non-White people (e.g., pastor, rapper). These findings suggest that exciting new AI technologies should be critically scrutinized and perhaps regulated before they are unleashed on society.",Psychology,Investigating Gender and Racial Biases in DALL-E Mini Images,2024
https://doi.org/10.1145/3613904.3642861,"Generative Artificial Intelligence (AI) has witnessed unprecedented growth in text-to-image AI tools. Yet, much remains unknown about users' prompt journey with such tools in the wild. In this paper, we posit that designing human-centered text-to-image AI tools requires a clear understanding of how individuals intuitively approach crafting prompts, and what challenges they may encounter. To address this, we conducted semi-structured interviews with 19 existing users of a text-to-image AI tool. Our findings (1) offer insights into users' prompt journey including structures and processes for writing, evaluating, and refining prompts in text-to-image AI tools and (2) indicate that users must overcome barriers to aligning AI to their intents, and mastering prompt crafting knowledge. From the findings, we discuss the prompt journey as an individual yet a social experience and highlight opportunities for aligning text-to-image AI tools and users' intents.",Computer science;Generative grammar;Image (mathematics);Artificial intelligence;Data science;Human–computer interaction;World Wide Web,Is It AI or Is It Me? Understanding Users’ Prompt Journey with Text-to-Image Generative AI Tools,2024
https://doi.org/10.1016/j.jnlssr.2023.08.001,"Artificial intelligence generated content (AIGC) is a production method based on artificial intelligence (AI) technology that finds rules through data and automatically generates content. In contrast to computational intelligence, generative AI, as exemplified by ChatGPT, exhibits characteristics that increasingly resemble human-level comprehension and creation processes. This paper provides a detailed technical framework and history of ChatGPT, followed by an examination of the challenges posed to political security, military security, economic security, cultural security, social security, ethical security, legal security, machine escape problems, and information leakage. Finally, this paper discusses the potential opportunities that AIGC presents in the realms of politics, military, cybersecurity, society, and public safety education.",Public security,AIGC challenges and opportunities related to public safety: A case study of ChatGPT,2023
https://doi.org/10.1080/02602938.2023.2209298,"Educators set restrictions in examinations to enable them to assess learning outcomes under particular conditions. The open book versus closed book binary is an example of the sorts of restrictions examiners have traditionally set. In the late 2000s this was expanded to a trinary to include open web examinations. However, the current technology environment, particularly for online examinations, makes this trinary not particularly useful. The web now includes generative artificial intelligence tools, and contract cheating sites, both of which are capable of completing examination questions within the examination period. Closed book, open book and open web no longer offers enough clarity or specificity when communicating examination restrictions. This article proposes a new taxonomy of restrictions for examinations, with a particular focus on online examinations. The taxonomy consists of three dimensions: information, people and tools. The paper explores the possible settings for those dimensions. Five criteria are provided to help examination designers in selecting restrictions: the learning outcomes being assessed; the feasibility of restrictions; consequential validity; authenticity; and values. Taken together, this taxonomy and the criteria provide ways of thinking about restrictions in examinations that can prompt educators towards examination designs that are more valid and robust against cheating.",CLARITY;Multiple choice,Beyond open book versus closed book: a taxonomy of restrictions in online examinations,2023
https://doi.org/10.1108/ils-10-2023-0160,"tion of output and ethics) among students enrolled in a four-year public university in the southeastern USA. This article focuses on the respondents who have used generative AI (218; 47.2%).

Findings
Most respondents used generative AI to generate ideas for papers, projects or assignments, and they also used AI to assist with their original ideas. Despite their use of AI assistance, most students were critical of generative AI output, and this mindset was reflected in their reported interactions with ChatGPT. Respondents expressed a need for explicit guidance from course syllabi and university policies regarding generative AI’s ethical and appropriate use.

Originality/value
Literature related to generative AI use in higher education specific to ChatGPT is predominantly from educators’ viewpoints. This study provides empirical evidence about how university students report using generative AI in the context of generative AI literacy.",Generative model,"Exploring generative AI literacy in higher education: student adoption, interaction, evaluation and ethical perceptions",2024
https://doi.org/10.1016/j.econlet.2023.111317,"In this paper, we analyze the effects of advancements in generative Artificial Intelligence (GenAI) on the news media market. We model a representative consumer who allocates their time between reading news and deceptive articles. We find that GenAI may induce consumers to inefficiently reallocate their time and increase the consumption of the lower value good, i.e. deceptive content (clickbait articles or fake news). Therefore, early-stage GenAI distorts the incentives of consumers and reduces their welfare. After GenAI technology reaches a certain threshold, however, consumers start benefiting from its advancements. Finally, we find that the negative effects of early-stage GenAI are exacerbated as they induce a lower level of investment in news production.",Consumption;Investment;Value (mathematics);News aggregator,Generative AI and deceptive news consumption,2023
https://doi.org/10.1177/20539517231191528,"In this piece, which frames the special issue, “The State of Google Critique and Intervention,” we provide an overview of research focusing on Google as an object of critical study, fleshing out the European interventions that actively attempt to address its dominance. The article begins by mapping out key areas of articulating a Google critique, from the initial focus on ranking and profiling to the subsequent scrutiny of user exploitation and competitive imbalance. As such, it situates the contributions to this special issue concerning search engine bias and discrimination, the ethics of Google Autocomplete, Google's content moderation, the commodification of engine audiences and the political economy of technical systems in a broader history of Google criticism. It then proceeds to contextualize the European developments that put forward alternatives and draws attention to legislative efforts to curb the influence of big tech. We conclude by identifying a few avenues for continued critical study, such as Google's infrastructural bundling of generative artificial intelligence with existing products, to emphasize the importance of intervention in the future.",Commodification;Scrutiny;Profiling (computer programming),Advancing search engine studies: The evolution of Google critique and intervention,2023
https://doi.org/10.1108/qmr-08-2023-0107,"Abstract
Purpose
This commentary discusses the value of generative artificial intelligence (AI) for qualitative research in phygital settings to understand the customer experience.

Design/methodology/approach
The critical and logical analysis is based on current knowledge of generative AI.

Findings
Generative AI seems very useful for qualitative research in phygital settings to understand the customer experience and should be used in qualitative research projects. Generative AI can provide much-needed validation of the subjective nature of qualitative research and can also generate insights beyond human intuition.

Research limitations/implications
The study is based on current technology, which changes fast. In the future, the skills of qualitative researchers may become outdated, relegating them to the role of prompt engineers.

Practical implications
Technology, and especially generative AI, will be a key tool for practitioners as they conduct practical research.

Social implications
Qualitative researchers should overcome potential anti-technology speciesism and embrace the potential of generative AI.

Originality/value
This commentary provides insights into the role of generative AI for qualitative research in phygital settings.",Intuition;Value (mathematics),Transforming qualitative research in phygital settings: the role of generative AI,2023
https://doi.org/10.2501/jar-2022-017,"Creative artificial intelligence technologies (<i>e.g.</i>, deepfakes, generative adversarial networks) are enabling new ways of producing and editing the audio and visual content in advertising. These new tools highly automate extreme changes to—and the entire generation of—advertisements. Examples range from changing a model’s skin tone, age, or gender to swapping the entire body or voice of a model. This investigation finds that these creative tools may cause potentially dramatic changes in how advertisements are conceived, produced, edited, and targeted. This paper explores these changes, along with related ethical issues and areas of needed research.",Tone (literature),How Deepfakes and Artificial Intelligence Could Reshape the Advertising Industry,2022
https://doi.org/10.17705/1jais.00868,"The Journal of the Association for Information Systems has long had a reputation for promoting theory development. Yet theory development can be experienced as risky and frustrating because of a lack of divergence and convergence—both in terms of ideas and in the social dynamics among human theorists. These dichotomies can stymie progress and lead to unfinished works. Misconceptions about theory can also hamper advances. We examine the ways in which generative artificial intelligence (gAI) tools may be useful in developing theory in information systems (IS) through human-gAI collaboration, thus forging new frontiers in IS theorizing.",Dichotomy;Divergence (linguistics);Sociotechnical system,New Frontiers in Information Systems Theorizing: Human-gAI Collaboration,2024
https://doi.org/10.1080/2331186x.2024.2332850,"In this study, we aim to investigate the potential advantages of integrating the new generative artificial intelligence (AI) technology, ChatGPT, into higher education, specifically within the field of medical education. The focus is on exploring ChatGPT's applications in personalized learning, assessment, and content creation while also addressing the management of its limitations and ethical considerations. Furthermore, we explore the use of ChatGPT as a medical instructor in a medical classroom context. We seek to elucidate responses to a preset of questions in two categories separated based on targeted remediation, pedagogical knowledge, teacher ethics, query detail, practicality, and communication pattern. These responses are analyzed based on two rubrics designed on the basics of pedagogical prerequisites, and findings are reached with a thorough comparative analysis. We hope that this research will improve the effective implementation of ChatGPT as a tool for enhancing learning and skill development while maintaining ethical awareness for medical professionals.",Psychology;Medical education;Pedagogy;Mathematics education;Medicine,ChatGPT as an innovative heutagogical tool in medical education,2024
https://doi.org/10.1057/s41304-024-00482-9,"Abstract The development of generative artificial intelligence raises justified concerns about the possibility of undermining trust in democratic processes, especially elections. Deep fakes are often considered one of the particularly dangerous forms of media manipulation. Subsequent research confirms that they contribute to strengthening the sense of uncertainty among citizens and negatively affect the information environment. The aim of this study is to analyse the use of deep fakes in 11 countries in 2023, in the context of elections and to indicate potential consequences for future electoral processes, in particular with regard to the significant number of elections in 2024. We argue that a so-called “information apocalypse” emerges mainly from exaggeratedly alarmist voices that make it difficult to shape responsible narratives and may have the features of a self-fulfilling prophecy. Thus, we suggest to use the term “pollution” instead and improve scientific and journalistic discourse that might be a precondition for reducing threats that touch on social reactions to deep fakes and their potential.",Comparative Politics,On the way to deep fake democracy? Deep fakes in election campaigns in 2023,2024
https://doi.org/10.3390/electronics13081457,"Generative Artificial Intelligence (AI) systems, like ChatGPT, have the potential to perpetuate and amplify cultural biases embedded in their training data, which are predominantly produced by dominant cultural groups. This paper explores the philosophical and technical challenges of detecting and mitigating cultural bias in generative AI, drawing on Plato’s Allegory of the Cave to frame the issue as a problem of limited and distorted representation. We propose a multifaceted approach combining technical interventions, such as data diversification and culturally aware model constraints, with a deeper engagement with the cultural and philosophical dimensions of the problem. Drawing on theories of extended cognition and situated knowledge, we argue that mitigating AI biases requires a reflexive interrogation of the cultural contexts of AI development and a commitment to empowering marginalized voices and perspectives. We claim that controlling cultural bias in generative AI is inseparable from the larger project of promoting equity, diversity, and inclusion in AI development and governance. By bridging philosophical reflection with technical innovation, this paper contributes to the growing discourse on responsible and inclusive AI, offering a roadmap for detecting and mitigating cultural biases while grappling with the profound cultural implications of these powerful technologies.",Reflexivity;Cultural bias;Cultural artifact;Interrogation,Plato’s Shadows in the Digital Cave: Controlling Cultural Bias in Generative AI,2024
https://doi.org/10.30827/relieve.v29i2.29295,"New developments in the Artificial Intelligence (AI) field allowed the development of Generative Artificial Intelligence (GenAI), capable of creating text resembling what humans can produce. As a result, educators’ concerns in the higher education sector quickly emerged. Many organizations and experts have addressed these concerns through recommendations. In this conceptual paper, we draw from the Integrated Model for Academic Integrity through a Scholarship of Teaching and Learning Lens to examine and stimulate discussion from eleven documents that focus on using GenAI with integrity. We identified recommendations suitable for the individual (micro), the departmental/program (meso), the institutional (macro), and the interinstitutional/ national/ international (mega) levels concerning two core elements of the model: “high-impact professional learning for individuals and groups” and “local-level leadership and microcultures.” Suggestions around the core element “scholarship, research and inquiry” were lacking at the micro and meso levels; likewise, recommendations for the core element “learning spaces, pedagogies, and technologies” were also absent at the meso, macro, and mega levels. We acknowledge that these recommendations focus on learning, involve various stakeholders, and go beyond student conduct, which aligns with current approaches to academic integrity. However, some gaps need further exploration. We highlight the need to develop more specific and practical guidance and resources for educational stakeholders around GenAI issues related to academic integrity, explore how to better support networks and leaders in higher education in creating the conditions for ethical GenAI use, and emphasizing the need for an Equity, Diversity, and Inclusion lens on GenAI.",Scholarship;Engineering ethics;Sociology;Inclusion (mineral);Knowledge management;Political science;Psychology;Public relations;Computer science;Engineering;Social science;Law,Examining Recommendations for Artificial Intelligence Use with Integrity from a Scholarship of Teaching and Learning Lens,2023
https://doi.org/10.1016/j.teler.2024.100146,"The integration of artificial intelligence (AI) and social media has provided numerous benefits to businesses, including improved audience analysis and content optimization. However, AI has facilitated the spread of misinformation, emphasizing the importance of taking a balanced approach that considers both the technology's positive applications and its ethical risks. This paper looks at the intersection of AI and social media. The researchers use a mixed-method approach to analyze 1540 scholarly documents, combining bibliometric and systematic literature review techniques. The goal of this research is to identify the most important topics and trends, as well as potential business values and implications, in the AI Social Media domain. The first stage of the research involved a quantitative keyword co-occurrence analysis, which resulted in the identification of ten dominant themes. These include Conversational Agents & User Experience, Human Emotion and Content Recommendation & Moderation, Collective Intelligence in Emergency Management, Algorithmic Activism on social media, Deep Fakes and Fake News, Generative Artificial Intelligence, Algorithmic Bias in Content Moderation Systems, Deep Sentiment Analysis, Metaverse Technologies, and NLP & Mental Health Detection. Each identified theme is then subjected to a qualitative thematic literature review, which provides a more in-depth, context-specific understanding of the associated findings. Because of this comprehensive approach, the study provides a broad overview of the current state of AI social media, shedding light on the potential applications and far-reaching implications of this interdisciplinary nexus. The study's findings have the potential to shape strategic decision-making, policy development, and future research directions in this rapidly changing field.",Sentiment Analysis;Thematic Analysis;Moderation,Convergence of Artificial Intelligence with Social Media: A Bibliometric &amp; Qualitative Analysis,2024
https://doi.org/10.1145/3579592,"Artificial Intelligence (AI) is a transformative force in communication and messaging strategy, with potential to disrupt traditional approaches. Large language models (LLMs), a form of AI, are capable of generating high-quality, humanlike text. We investigate the persuasive quality of AI-generated messages to understand how AI could impact public health messaging. Specifically, through a series of studies designed to characterize and evaluate generative AI in developing public health messages, we analyze COVID-19 pro-vaccination messages generated by GPT-3, a state-of-the-art instantiation of a large language model. Study 1 is a systematic evaluation of GPT-3's ability to generate pro-vaccination messages. Study 2 then observed peoples' perceptions of curated GPT-3-generated messages compared to human-authored messages released by the CDC (Centers for Disease Control and Prevention), finding that GPT-3 messages were perceived as more effective, stronger arguments, and evoked more positive attitudes than CDC messages. Finally, Study 3 assessed the role of source labels on perceived quality, finding that while participants preferred AI-generated messages, they expressed dispreference for messages that were labeled as AI-generated. The results suggest that, with human supervision, AI can be used to create effective public health messages, but that individuals prefer their public health messages to come from human institutions rather than AI sources. We propose best practices for assessing generative outputs of large language models in future social science research and ways health professionals can use AI systems to augment public health messaging.",Transformative Learning,Working With AI to Persuade: Examining a Large Language Model's Ability to Generate Pro-Vaccination Messages,2023
https://doi.org/10.1080/03069400.2023.2207426,"The launch of ChatGPT, a natural language open-source AI platform, in November 2022 has taken the world by storm and artificial intelligence appears to be at a watershed moment in technological advancement. This article explores the emergence of ChatGPT and considers the implications for legal education and practice. It will examine how law schools can develop strategies for assessments to make them more challenging for generative AI while educating students on its potential in the workplace. All legal educators are now on a journey to navigate the complexities of open-source AI technology and comprehend its implications. We should not ignore or underestimate the potential impact on both legal education and legal practice, and we must consider new methods to incorporate AI technology into our teaching.",Legal Education;Legal practice;Practice of law,ChatGPT and the future of legal education and practice,2023
https://doi.org/10.1002/tesj.716,"What does it mean to write, learn to write, and teach writing in an age when students can use the latest artificial intelligence (AI) co-authoring tools to produce entire essays without even adding an original idea or composing a single sentence? This article addresses questions of authorship and academic integrity concerning the use of AI writing assistants and the latest GPT-3 (Generative Pre-trained Transformer, Version 3) tools. It begins by problematizing the use of these tools, and then illustrates how students can use these tools to paraphrase, summarize, extend, and even create original texts with minimal original input, raising questions about authorship and academic integrity. The author argues that as these tools become more widespread, teachers must find creative ways to integrate them into the teaching and learning process and offer practical suggestions for classroom practice. The author hopes to raise awareness about threats to academic integrity brought about by the use of the latest AI co-authoring tools and aims to equip teachers with strategies to embrace the use of these new digital technologies in the teaching of writing.",Paraphrase;Academic Integrity;Raising (metalworking);Writing process,Academic integrity in the age of Artificial Intelligence (AI) authoring apps,2023
https://doi.org/10.3390/educsci14010068,"Prior to and during the pandemic, social media platforms such as Twitter and Facebook emerged as dynamic online spaces for diverse communities facilitating engagement and learning. The authors of this article have explored the use of social media with a focus on Twitter for engagement and student-centered design of online courses in higher education. As with all technology, social media is also riddled with complex issues and unfortunately, is increasingly considered unsafe. Students have often been hesitant in their use of social media, especially for coursework and unfortunately, this hesitation has only worsened. Considering this and recent developments, social media has become a questionable tool for use in education, yet remains integral to the lives of many, both personally and professionally. The emergence and popularity of generative artificial intelligence (GenAI) tools such as ChatGPT, Lensa AI, and Canva Magic Write present new challenges and opportunities and cannot be avoided by the educational communities. Is there hope for social media and AI tools during these uncertain times? Through the combination of a current literature review and qualitative collaborative autoethnographic research, the authors take a step back and engage in critical conversations about what we have learned from our uses of social media for engagement and learning in our online courses, with a focus on (1) the intentional uses of social media, (2) the challenges and concerning issues of social media tools, and (3) exploring the implications of artificial intelligence. Centering on the theme of “hope,” the authors navigate these educational and technological landscapes and answer the question “where do we go from here?” The authors are faculty at a southwest border university teaching preservice and in-service teachers alongside those who want to learn more about education and design with learning technologies. Their voices represent faculty, teachers, and students who are engaging with and immediately impacted by the challenges and opportunities of rapidly advancing technologies.",Popularity;Coursework,Social Media and Artificial Intelligence: Critical Conversations and Where Do We Go from Here?,2024
https://doi.org/10.1002/joe.22233,"The marketing environment has experienced significant advancements due to the transformative influence of technologies such as artificial intelligence, data analytics, decision sciences, and robotics. These innovations have entirely reshaped the fundamental marketing principles as we know them. This study uses bibliometric analysis to conduct a systematic literature review of research on Artificial Intelligence (AI) in marketing and provides future research directions. It also aims to identify the most influential and productive contributors and progression of research on AI in marketing. The bibliographic data of 317 documents on artificial intelligence in marketing research was extracted from the Scopus database. The bibliometric analysis is performed to comprehensively understand the most influential and productive articles, authors, sources, and the top contributing countries and institutions towards the discipline of AI in marketing research. The results and the publication trend show exponential growth yearly in AI in marketing research. Furthermore, it discovered four main thematic clusters: Data mining and deep learning in decision support systems, big data and generative AI in marketing, AI-enabled commerce, and chatbots and marketing Tech that represent the recent research being carried out under AI in marketing. The trending topics recognized are marketing algorithms for decision-making, AI-enabled marketing, the Internet of Things (IoT) and marketing, natural language processing and customer service, robotic services, and chatbots. This study also emphasizes potential future research areas, building upon the established thematic clusters.",Business Intelligence;Transformative Learning,Artificial intelligence in marketing research and future research directions: Science mapping and research clustering using bibliometric analysis,2023
